frame_idx,timestamp_ms,blur_score,g1_pass,shake_score,g2_pass,pool_ratio,g3_pass,glare_score,g4_pass,splash_ratio,g5_pass,frame_pass
50,52810.0,246.7200548303287,True,7.585062026977539,True,0.12579644097222223,True,146.11804992495732,True,0.050149222833681235,True,True
51,53866.200000000004,234.2862725252682,True,5.608580112457275,True,0.12189019097222223,True,145.0884861217441,True,0.0521658625171364,True,True
52,54922.4,229.53717580933625,True,6.707710266113281,True,0.12088216145833333,True,144.09309276962435,True,0.05312149364929761,True,True
53,55978.600000000006,232.71443498272248,True,4.644299507141113,True,0.12009440104166667,True,144.1987097823435,True,0.05644250490156218,True,True
54,57034.8,234.35236369518591,True,4.1597514152526855,True,0.11849066840277778,False,143.9535077517605,True,0.05424858746714774,True,False
55,58091.0,233.1255714764584,True,3.8043205738067627,True,0.11765733506944444,False,144.16591812455619,True,0.05426392334436934,True,False
56,59147.200000000004,227.88781343289477,True,3.880758285522461,True,0.11653971354166667,False,143.15808683183897,True,0.05616230459111943,True,False
57,60203.4,234.1290706017765,True,4.750656604766846,True,0.11930772569444445,False,142.82252578350946,True,0.053613329210397076,True,False
58,61259.600000000006,245.87886717996477,True,3.7360999584198,True,0.11669921875,False,142.831659693166,True,0.05554625755462576,True,False
59,62315.8,246.66068991823425,True,7.2706708908081055,True,0.1279546440972222,True,142.55747394486232,True,0.051330105238163885,True,True
60,63372.0,248.23677055524203,True,5.634026050567627,True,0.12701497395833333,True,141.7314983298735,True,0.051556079516816594,True,True
61,64428.200000000004,249.62195591439027,True,3.9881980419158936,True,0.12662434895833333,True,142.1121965431845,True,0.052135016324327106,True,True
62,65484.4,233.77731341058117,True,4.359681129455566,True,0.12786241319444444,True,141.0726166431881,True,0.054303365637570225,True,True
63,66540.6,215.1197058248627,True,4.565968036651611,True,0.12268229166666667,True,140.23510578079672,True,0.05434974881483054,True,True
64,67596.8,194.01924580606416,True,4.287519931793213,True,0.12809895833333335,True,140.44718608118183,True,0.05093345530934472,True,True
65,68653.0,43.84439314114486,False,9.523438453674316,True,0.11202365451388889,False,132.5431272459585,True,0.04620257455855716,True,False
66,69709.2,272.84334714606825,True,10.074912071228027,True,0.12099826388888889,True,134.977051797116,True,0.029907095200516536,True,True
67,70765.40000000001,142.51014207522073,True,12.046069145202637,True,0.12299479166666667,True,131.97193697508644,True,0.027674853553532358,True,True
68,71821.6,277.6522569353976,True,11.963934898376465,True,0.09755208333333333,False,133.39433173162485,True,0.03518197188111764,True,False
69,72877.8,277.65327605067955,True,8.162496566772461,True,0.09958550347222223,False,134.01608228551504,True,0.02279413367037852,True,False
70,73934.0,269.76355067669783,True,13.389264106750488,True,0.11572591145833333,False,134.2478598820474,True,0.018864917067499272,True,False
71,74990.2,277.3481352256446,True,15.040364265441895,False,0.13090603298611111,True,135.02439428727735,True,0.01236706646883781,True,False
72,76046.40000000001,320.49703174655934,True,15.995793342590332,False,0.12735677083333333,True,135.30277238182873,True,0.014108986811164502,True,False
73,77102.6,325.20324109960364,True,12.974759101867676,True,0.12287868923611112,True,133.79645017440063,True,0.01007550002207603,True,True
74,78158.8,255.52802624805457,True,13.83056354522705,True,0.129248046875,True,134.55387650589768,True,0.01072073206565084,True,True
75,79215.0,297.11952007848953,True,11.669960975646973,True,0.15052408854166666,True,137.1244710682439,True,0.017971064639605544,True,True
76,80271.2,178.56425378672154,True,9.867426872253418,True,0.14687825520833334,True,139.246699615109,True,0.03222446311030341,True,True
77,81327.40000000001,190.4034066917407,True,14.44919490814209,True,0.13532118055555556,True,140.41107511706971,True,0.025506767592533196,True,True
78,82383.6,215.23998553895828,True,12.428105354309082,True,0.11711046006944445,False,138.51488478536817,True,0.03210443902936189,True,False
79,83439.8,205.68237662668108,True,8.253541946411133,True,0.10637586805555556,False,137.97420335387,True,0.02414419192949529,True,False
80,84496.0,207.07002988175276,True,6.763111591339111,True,0.10221896701388888,False,137.16910991985566,True,0.024945597367443343,True,False
81,85552.2,202.5627212810329,True,8.878157615661621,True,0.09646918402777778,False,137.2764942748521,True,0.020864733538793784,True,False
82,86608.40000000001,127.41317122131986,True,10.520425796508789,True,0.10475151909722222,False,133.42438807114223,True,0.027543272667005046,True,False
83,87664.6,257.61114440084265,True,11.27756404876709,True,0.10598198784722222,False,138.87911705384292,True,0.015695227954501244,True,False
84,88720.8,254.12531432280244,True,6.271450042724609,True,0.10384548611111111,False,137.21581125135836,True,0.011660954610047647,True,False
85,89777.0,256.71356068502234,True,5.405982494354248,True,0.10543402777777777,False,137.62577185904826,True,0.009025605137493824,True,False
86,90833.2,259.81190807313806,True,5.035860061645508,True,0.10539930555555556,False,136.1692163564487,True,0.013856860484269477,True,False
87,91889.40000000001,263.49554498468916,True,4.630122661590576,True,0.10603624131944445,False,135.95318399967255,True,0.00745986103578482,True,False
88,92945.6,264.986917958912,True,5.763874053955078,True,0.10873806423611111,False,136.54129703731053,True,0.006655823096803808,True,False
89,94001.8,264.75835645322337,True,4.367576599121094,True,0.10312391493055556,False,137.04162501709826,True,0.010153726364965962,True,False
90,95058.0,264.90548734445446,True,8.011690139770508,True,0.11322048611111112,False,137.60796979222573,True,0.015717242965575404,True,False
91,96114.2,230.79819681147706,True,5.630202293395996,True,0.11509006076388889,False,136.91289467977788,True,0.013868592493423967,True,False
92,97170.40000000001,143.96399804077146,True,4.287730693817139,True,0.10919813368055556,False,136.24567504993192,True,0.015481383586553652,True,False
93,98226.6,243.33019249763026,True,5.4231858253479,True,0.11179796006944444,False,136.29381848533964,True,0.022390884473906417,True,False
94,99282.8,187.79630633130483,True,10.123140335083008,True,0.11471571180555555,False,127.63799398422276,True,0.010508692608917727,True,False
95,100339.0,294.17648003442076,True,15.43044662475586,False,0.11462890625,False,128.8686696579012,True,0.010109615493837678,True,False
96,101395.20000000001,294.26916517314095,True,5.729955673217773,True,0.11531792534722222,False,129.24036244907177,True,0.008703670596648382,True,False
97,102451.40000000001,293.4062642916031,True,5.179086208343506,True,0.11728949652777777,False,130.54068680962868,True,0.00494939589616445,True,False
98,103507.6,292.07024814541643,True,6.530945301055908,True,0.11601453993055555,False,131.01884604233112,True,0.016292707563669694,True,False
99,104563.8,298.18547001850345,True,5.551898002624512,True,0.11713758680555555,False,130.77514496915353,True,0.01376512218166997,True,False
100,105620.0,322.4656911444664,True,4.038034439086914,True,0.11476019965277778,False,131.68624188043077,True,0.021690005011204296,True,False
101,106676.20000000001,295.43230759277344,True,11.744539260864258,True,0.11565972222222222,False,131.2097906034224,True,0.017965700990693487,True,False
102,107732.40000000001,299.1546480849642,True,10.599501609802246,True,0.11732421875,False,131.04365277546566,True,0.016573257125945658,True,False
103,108788.6,294.3727987158457,True,3.8192312717437744,True,0.11517035590277777,False,131.18941784984125,True,0.014066194967072102,True,False
104,109844.8,302.7950766640827,True,3.352285623550415,True,0.11818359375,False,131.04167355258085,True,0.01917956627921923,True,False
105,110901.0,300.60498569098115,True,3.7117326259613037,True,0.11578559027777778,False,130.34220489560295,True,0.02114180754957454,True,False
106,111957.20000000001,310.7169817888426,True,3.3341798782348633,True,0.1152615017361111,False,131.06292304071545,True,0.011786302659449282,True,False
107,113013.40000000001,305.40531827189125,True,3.345569372177124,True,0.11574652777777777,False,132.7433253337333,True,0.018467826608669566,True,False
108,114069.6,318.16680547596496,True,3.0713822841644287,True,0.11610026041666667,False,132.79900558888951,True,0.02194433540813847,True,False
109,115125.8,315.4592149834798,True,3.803276300430298,True,0.11553819444444445,False,132.18660781367393,True,0.01728024042073629,True,False
110,116182.0,311.5035871278928,True,2.881535530090332,True,0.11642361111111112,False,133.3710017148822,True,0.021985908141962423,True,False
111,117238.20000000001,315.08278423557846,True,2.6615564823150635,True,0.11586154513888888,False,132.95615201633296,True,0.022607653261907883,True,False
112,118294.40000000001,312.9109705154795,True,2.755556583404541,True,0.11580620659722222,False,132.07223101932968,True,0.02048216477554883,True,False
113,119350.6,313.785658635541,True,3.1090104579925537,True,0.11494466145833333,False,132.62873703189754,True,0.020616804961626687,True,False
114,120406.8,322.2185253865266,True,2.7469208240509033,True,0.11807725694444444,False,132.27621760705753,True,0.021530968571953683,True,False
115,121463.0,316.64293779443346,True,2.6416304111480713,True,0.11353298611111111,False,131.99367306368987,True,0.0193248719321049,True,False
116,122519.20000000001,310.6232344643757,True,2.7448883056640625,True,0.11487087673611111,False,131.9713125206631,True,0.023870023142681718,True,False
117,123575.40000000001,313.7766631064226,True,3.4359934329986572,True,0.11383680555555556,False,132.06596004270247,True,0.02227581210919628,True,False
118,124631.6,318.96709097355955,True,3.1471986770629883,True,0.11288845486111111,False,132.01743593686922,True,0.022270708779484418,True,False
119,125687.8,315.00855684562845,True,3.1083223819732666,True,0.11269856770833334,False,130.7464929763246,True,0.02373318698670364,True,False
120,126744.0,253.3413038947211,True,9.565508842468262,True,0.11411024305555556,False,130.27228899623447,True,0.01661214864402267,True,False
121,127800.20000000001,236.09596973552942,True,12.07337760925293,True,0.11467990451388889,False,134.12960667619146,True,0.02119425862672558,True,False
122,128856.40000000001,313.2710109589706,True,12.424907684326172,True,0.1212109375,True,136.41542235112973,True,0.021108604576216564,True,True
123,129912.6,256.4529739646806,True,13.641261100769043,True,0.11781141493055555,False,140.14553994934377,True,0.04160257886253742,True,False
124,130968.8,192.14053041945093,True,10.944253921508789,True,0.1315603298611111,True,140.95778829817067,True,0.0625257740461541,True,True
125,132025.0,210.93522629902688,True,7.1815032958984375,True,0.1379079861111111,True,141.06988418203562,True,0.04995436520425505,True,True
126,133081.2,212.64771768221925,True,7.649538993835449,True,0.13516276041666667,True,140.7049114525633,True,0.05100107573495175,True,True
127,134137.4,231.9359721130372,True,10.296356201171875,True,0.1351291232638889,True,141.9015858995463,True,0.05277231300437628,True,True
128,135193.6,226.57498141394717,True,5.655181407928467,True,0.1329123263888889,True,140.0545341736603,True,0.05506482055971002,True,True
129,136249.80000000002,225.1093172982486,True,10.872949600219727,True,0.11726888020833333,False,139.80123987971314,True,0.050955355077492485,True,False
130,137306.0,230.8120342328094,True,12.858366012573242,True,0.11436848958333333,False,139.61303390827499,True,0.05086241247794159,True,False
131,138362.2,216.16457667703514,True,9.256197929382324,True,0.12794053819444445,True,141.44662030362142,True,0.04637435332032906,True,True
132,139418.4,247.31517427373703,True,11.120595932006836,True,0.1297222222222222,True,141.6169700214133,True,0.052286870985010704,True,True
133,140474.6,220.56565726131748,True,11.524452209472656,True,0.13109809027777777,True,139.74212050984937,True,0.05651382221486509,True,True
134,141530.80000000002,250.32414162986547,True,13.031808853149414,True,0.12070638020833334,True,141.23614070098793,True,0.05872729070593206,True,True
135,142587.0,247.997958634665,True,5.415289402008057,True,0.1201974826388889,True,142.40683734450323,True,0.0565024283676675,True,True
136,143643.2,237.59706625205027,True,6.539717197418213,True,0.117119140625,False,140.91536729759025,True,0.05792267711720726,True,False
137,144699.4,233.16226549987312,True,7.2394232749938965,True,0.11914279513888888,False,141.7993297025555,True,0.05478042294311579,True,False
138,145755.6,201.23102701427203,True,12.872788429260254,True,0.10583116319444444,False,139.37879098570755,True,0.052217688190784754,True,False
139,146811.80000000002,218.1733328984567,True,4.146559238433838,True,0.10180121527777777,False,137.28830739714346,True,0.05087401406949478,True,False
140,147868.0,214.97576004517046,True,3.6083736419677734,True,0.10260959201388889,False,138.33201501612646,True,0.051858510019563264,True,False
141,148924.2,217.43364950425422,True,9.176213264465332,True,0.10208767361111111,False,138.886250584584,True,0.05354789337188045,True,False
142,149980.4,242.17254361908405,True,5.870807647705078,True,0.10536566840277778,False,138.65684568250862,True,0.05447711240409866,True,False
143,151036.6,235.15470156647365,True,4.135612964630127,True,0.1042578125,False,139.5178801881687,True,0.05423379542899963,True,False
144,152092.80000000002,230.77722966932964,True,3.5795657634735107,True,0.10448893229166667,False,139.1400043615066,True,0.05459152413886206,True,False
145,153149.0,229.1795373136543,True,3.1895594596862793,True,0.10476128472222222,False,138.7220553507064,True,0.05437709740232838,True,False
146,154205.2,227.38171484722446,True,3.215648651123047,True,0.10593641493055556,False,139.4079339554035,True,0.05347686697872602,True,False
147,155261.4,235.04778391367577,True,3.383837938308716,True,0.10292426215277778,False,138.86715513151654,True,0.05598018027515682,True,False
148,156317.6,226.45949749453402,True,3.8240489959716797,True,0.10341145833333333,False,139.5404390162008,True,0.05386972215227063,True,False
149,157373.80000000002,226.6339624926909,True,3.8421287536621094,True,0.10398546006944444,False,138.46381726545135,True,0.05293583629856104,True,False
150,158430.0,240.7990217121441,True,3.676581859588623,True,0.10605794270833334,False,137.7348147693441,True,0.05198326222849718,True,False
151,159486.2,222.9779814645979,True,3.7269978523254395,True,0.10388129340277778,False,136.8896247010038,True,0.052184630811493986,True,False
152,160542.4,236.55521239780361,True,3.8820745944976807,True,0.10251519097222223,False,137.9012574355935,True,0.055335633692499844,True,False
153,161598.6,156.60921364105607,True,3.7694907188415527,True,0.10455620659722223,False,137.16308803536774,True,0.05173362114592306,True,False
154,162654.80000000002,199.99161490306028,True,4.150302410125732,True,0.104140625,False,137.91828165374676,True,0.055222138868050344,True,False
155,163711.0,204.3753775676963,True,11.806474685668945,True,0.1440744357638889,True,140.96765301741993,True,0.056929183078649484,True,True
156,164767.2,173.2266742046485,True,11.828754425048828,True,0.1108669704861111,False,138.04474675801322,True,0.06765842916564717,True,False
157,165823.4,131.71818699302673,True,11.590889930725098,True,0.13046875,True,138.89978376580171,True,0.06655023286759813,True,True
158,166879.6,210.5654035824622,True,11.650859832763672,True,0.14251302083333334,True,141.3520557332115,True,0.05698949291914116,True,True
159,167935.80000000002,254.69551207221568,True,10.052908897399902,True,0.14970269097222222,True,139.28235217372395,True,0.05377411826102083,True,True
160,168992.0,260.12358281347497,True,12.88866138458252,True,0.14217013888888888,True,141.37782391012334,True,0.055142569300280865,True,True
161,170048.2,259.3590547036583,True,8.54100227355957,True,0.13310763888888888,True,142.16858777879222,True,0.05684263727664014,True,True
162,171104.4,261.5097251121508,True,7.80788516998291,True,0.127158203125,True,142.03381716714026,True,0.06032136121990972,True,True
163,172160.6,258.2588375198175,True,6.5144524574279785,True,0.13204318576388888,True,141.5493257512881,True,0.05788431354824925,True,True
164,173216.80000000002,263.46632783065616,True,4.430397987365723,True,0.12870659722222222,True,143.97217913266337,True,0.06043029608147299,True,True
165,174273.0,259.0558891052245,True,3.82222056388855,True,0.12756184895833333,True,144.2325516115038,True,0.06061534012129873,True,True
166,175329.2,247.0545012784309,True,4.6259260177612305,True,0.12163953993055555,True,140.5462654879887,True,0.06383415252044994,True,True
167,176385.4,170.17489156798845,True,4.230731964111328,True,0.12076822916666667,True,140.75270440251572,True,0.06457322551662174,True,True
168,177441.6,202.52933221569288,True,4.232444763183594,True,0.1335568576388889,True,139.4300895308971,True,0.05653770534423086,True,True
169,178497.80000000002,187.72690393129986,True,6.386570453643799,True,0.13286458333333334,True,138.02934306807788,True,0.06045831699986933,True,True
170,179554.0,279.2436500277296,True,10.194841384887695,True,0.12963541666666667,True,136.62931900361593,True,0.03661108879067899,True,True
171,180610.2,276.9120374613444,True,13.370217323303223,True,0.1312185329861111,True,136.21112866014505,True,0.033084982345304347,True,True
172,181666.4,187.7179865207202,True,11.101305961608887,True,0.130595703125,True,134.1999468248627,True,0.0383193333167161,True,True
173,182722.6,279.4880766072404,True,12.147215843200684,True,0.15559136284722222,True,138.56673617261652,True,0.030747665506684427,True,True
174,183778.80000000002,51.672786102177206,False,9.806243896484375,True,0.125166015625,True,140.9849938883254,True,0.01678326528135376,True,False
175,184835.0,135.0647924347865,True,9.460503578186035,True,0.09340928819444444,False,146.68447831238527,True,0.009966777408637873,True,False
176,185891.2,146.33592144632215,True,10.261749267578125,True,0.10117730034722222,False,148.03037160169447,True,0.015893613598584374,True,False
177,186947.4,232.99461975542226,True,9.424970626831055,True,0.14604275173611111,True,144.4866003432571,True,0.023619356132934106,True,True
178,188003.6,231.17614896110135,True,12.925333976745605,True,0.12163736979166667,True,148.25370870911053,True,0.003862588201710957,True,True
179,189059.80000000002,229.08960026775875,True,10.286849021911621,True,0.10416883680555555,False,148.15894460532073,True,0.0,True,False
180,190116.0,217.53215996113406,True,11.200881004333496,True,0.09659613715277778,False,145.86723655684486,True,0.0,True,False
181,191172.2,190.69095375521508,True,8.480502128601074,True,0.09762369791666667,False,142.46416583305546,True,0.0022340780260086696,True,False
182,192228.4,174.17130380670997,True,10.149956703186035,True,0.1088671875,False,144.14999202647212,True,0.008272535183191803,True,False
183,193284.6,166.2141579850514,True,13.547103881835938,True,0.12578233506944445,True,141.15897895980885,True,0.010429516653583043,True,True
184,194340.80000000002,224.76902150245473,True,10.968731880187988,True,0.10764431423611111,False,114.40193538632126,True,0.0,True,False
185,195397.0,353.2074918279013,True,19.70627212524414,False,0.10545138888888889,False,116.63315977938754,True,0.0,True,False
186,196453.2,386.49722382326013,True,4.465533256530762,True,0.10522135416666667,False,118.36036175390834,True,0.0,True,False
187,197509.4,378.1212837583647,True,2.7499940395355225,True,0.10466796875,False,117.4019199270179,True,0.0,True,False
188,198565.6,379.7944075498217,True,2.8762645721435547,True,0.103544921875,False,117.77073574564851,True,0.0,True,False
189,199621.80000000002,385.7306259574313,True,2.55964732170105,True,0.10239691840277777,False,117.75283196812512,True,0.0,True,False
190,200678.0,395.6527913847076,True,2.1656391620635986,True,0.10245008680555556,False,116.98042746086551,True,0.0021711961702217796,True,False
191,201734.2,391.5905381343089,True,2.27437686920166,True,0.10201063368055556,False,117.78949719719613,True,0.0027336644932083863,True,False
192,202790.40000000002,395.86959581839506,True,2.2967920303344727,True,0.10089192708333333,False,117.69202641371449,True,0.0022692564152201502,True,False
193,203846.6,397.54572190195705,True,2.1180601119995117,True,0.10174370659722222,False,118.20075293013534,True,0.0,True,False
194,204902.80000000002,402.80242816569,True,2.131795644760132,True,0.10068793402777777,False,118.14537577860636,True,0.0,True,False
195,205959.0,399.86610431584506,True,2.187479019165039,True,0.10142035590277777,False,118.10923407760862,True,0.0031240304272004624,True,False
196,207015.2,375.7333843361173,True,2.1844024658203125,True,0.10349392361111111,False,118.5965401551688,True,0.00217026630320822,True,False
197,208071.40000000002,377.50062486248265,True,1.9707146883010864,True,0.10098958333333333,False,118.78583247378374,True,0.0,True,False
198,209127.6,380.84895568994125,True,2.543569326400757,True,0.10200303819444445,False,118.5038933685084,True,0.002787056145352424,True,False
199,210183.80000000002,382.71634890215347,True,2.2992656230926514,True,0.10252821180555556,False,119.61334532754789,True,0.0024552862736797543,True,False
